2012/01/04,09:35,5.95,5.96,5.90,5.90,56656.00,33587716.00
2012/01/04,09:40,5.89,5.90,5.88,5.90,22656.00,13352544.00
2012/01/04,09:45,5.90,5.92,5.89,5.91,39583.00,23383748.00
2012/01/04,09:50,5.92,5.92,5.89,5.91,52008.00,30735840.00
2012/01/04,09:55,5.90,5.92,5.90,5.92,40619.00,23999864.00
2012/01/04,10:00,5.92,5.92,5.89,5.91,31715.00,18727344.00
2012/01/04,10:05,5.90,5.92,5.89,5.90,22300.00,13153024.00
2012/01/04,10:10,5.90,5.92,5.90,5.90,11109.00,6565744.00
2012/01/04,10:15,5.90,5.92,5.90,5.91,10227.00,6042592.00
2012/01/04,10:20,5.91,5.91,5.90,5.91,6595.00,3894912.00
2012/01/04,10:25,5.90,5.91,5.89,5.89,15649.00,9227264.00
2012/01/04,10:30,5.90,5.90,5.89,5.89,7646.00,4508928.00
2012/01/04,10:35,5.90,5.90,5.89,5.90,5207.00,3070400.00
2012/01/04,10:40,5.90,5.90,5.88,5.89,11992.00,7063968.00
2012/01/04,10:45,5.89,5.90,5.88,5.90,7268.00,4278672.00
2012/01/04,10:50,5.90,5.90,5.88,5.89,16126.00,9488432.00
2012/01/04,10:55,5.89,5.90,5.88,5.90,6654.00,3917312.00
2012/01/04,11:00,5.89,5.90,5.88,5.89,4561.00,2687120.00
2012/01/04,11:05,5.90,5.90,5.89,5.89,2497.00,1471392.00
2012/01/04,11:10,5.89,5.89,5.88,5.89,10590.00,6229696.00
2012/01/04,11:15,5.89,5.89,5.88,5.89,2670.00,1570976.00
2012/01/04,11:20,5.88,5.89,5.87,5.88,6079.00,3574192.00
2012/01/04,11:25,5.88,5.88,5.87,5.88,4108.00,2413072.00
2012/01/04,11:30,5.88,5.88,5.87,5.88,17916.00,10520256.00
2012/01/04,13:05,5.87,5.88,5.86,5.86,8156.00,4787328.00
2012/01/04,13:10,5.87,5.88,5.86,5.87,12029.00,7051472.00
2012/01/04,13:15,5.87,5.87,5.86,5.87,5068.00,2971936.00
2012/01/04,13:20,5.87,5.88,5.86,5.86,6589.00,3866752.00
2012/01/04,13:25,5.86,5.87,5.85,5.86,16061.00,9412064.00
2012/01/04,13:30,5.86,5.86,5.85,5.86,8015.00,4689728.00
2012/01/04,13:35,5.85,5.87,5.85,5.85,9945.00,5827680.00
