序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SH600050,中国联通,20030102,2.68,2.64,2.69,2.63,36585366,SH000001,上证指数,1347.433,1320.63,1351.344,1317.468,6500700
2,SH600050,中国联通,20030103,2.64,2.66,2.66,2.63,17660804,SH000001,上证指数,1317.583,1319.868,1323.628,1312.796,4576474
3,SH600050,中国联通,20030106,2.66,2.66,2.67,2.62,20262089,SH000001,上证指数,1319.688,1334.679,1334.887,1311.684,6750100
4,SH600050,中国联通,20030107,2.65,2.66,2.68,2.64,18887950,SH000001,上证指数,1335.632,1332.061,1346.819,1326.191,7343200
5,SH600050,中国联通,20030108,2.65,2.82,2.87,2.64,83701629,SH000001,上证指数,1331.441,1372.067,1373.116,1330.451,9823400
6,SH600050,中国联通,20030109,2.8,2.82,2.88,2.75,181109647,SH000001,上证指数,1374.618,1397.384,1402.286,1365.37,18529300
7,SH600050,中国联通,20030110,2.82,2.78,2.86,2.78,84321116,SH000001,上证指数,1398.377,1384.859,1411.374,1384.63,16263300
8,SH600050,中国联通,20030113,2.78,2.79,2.82,2.77,39387854,SH000001,上证指数,1381.87,1386.314,1391.187,1378.647,8607700
9,SH600050,中国联通,20030114,2.79,3.07,3.07,2.78,196609153,SH000001,上证指数,1386.897,1466.851,1476.912,1386.592,41012400
10,SH600050,中国联通,20030115,3.38,3.38,3.38,3.28,969183343,SH000001,上证指数,1477.454,1459.92,1485.795,1448.271,37023000
11,SH600050,中国联通,20030116,3.36,3.41,3.47,3.3,403742024,SH000001,上证指数,1458.866,1485.618,1486.059,1454.546,24575400
12,SH600050,中国联通,20030117,3.41,3.27,3.44,3.27,341648399,SH000001,上证指数,1488.265,1478.675,1492.723,1472.96,21566700
13,SH600050,中国联通,20030120,3.27,3.3,3.32,3.23,196918636,SH000001,上证指数,1475.711,1482.681,1482.943,1458.117,22487800
14,SH600050,中国联通,20030121,3.3,3.16,3.3,3.16,184762404,SH000001,上证指数,1485.87,1454.891,1489.551,1454.611,17551200
15,SH600050,中国联通,20030122,3.15,3.17,3.19,3.14,84701813,SH000001,上证指数,1448.826,1460.53,1463.938,1446.348,12139944
16,SH600050,中国联通,20030123,3.16,3.18,3.25,3.16,112954635,SH000001,上证指数,1460.249,1450.616,1470.327,1448.701,11427599
17,SH600050,中国联通,20030124,3.17,3.26,3.27,3.16,155203282,SH000001,上证指数,1449.504,1479.07,1483.557,1448.011,14814600
18,SH600050,中国联通,20030127,3.26,3.24,3.29,3.23,73267347,SH000001,上证指数,1481.609,1496.157,1500.384,1480.967,14672600
19,SH600050,中国联通,20030128,3.24,3.25,3.26,3.21,53988375,SH000001,上证指数,1497.098,1500.639,1502.432,1489.165,10478500
20,SH600050,中国联通,20030129,3.24,3.23,3.28,3.22,59277851,SH000001,上证指数,1501.286,1499.815,1508.588,1498.372,12698300
21,SH600050,中国联通,20030210,3.21,3.12,3.21,3.11,106756398,SH000001,上证指数,1499.166,1480.169,1499.641,1477.517,7999500
22,SH600050,中国联通,20030211,3.1,3.16,3.16,3.1,37102320,SH000001,上证指数,1478.046,1492.764,1492.894,1476.874,5979700
23,SH600050,中国联通,20030212,3.16,3.18,3.19,3.13,51984414,SH000001,上证指数,1493.248,1510.671,1510.985,1486.313,10627700
24,SH600050,中国联通,20030213,3.19,3.14,3.21,3.14,62230288,SH000001,上证指数,1512.285,1504.338,1519.29,1502.431,13093300
25,SH600050,中国联通,20030214,3.13,3.16,3.17,3.13,36196761,SH000001,上证指数,1503.373,1510.95,1515.255,1500.983,9248600
26,SH600050,中国联通,20030217,3.16,3.1,3.16,3.09,58754012,SH000001,上证指数,1510.64,1496.523,1514.636,1490.918,11086400
27,SH600050,中国联通,20030218,3.1,3.12,3.13,3.09,31568885,SH000001,上证指数,1495.141,1496.468,1500.293,1488.827,7252743
28,SH600050,中国联通,20030219,3.12,3.15,3.16,3.1,51637285,SH000001,上证指数,1496.651,1510.803,1511.132,1490.022,12157155
29,SH600050,中国联通,20030220,3.15,3.14,3.15,3.12,28506761,SH000001,上证指数,1513.007,1509.486,1517.766,1507.227,10019900
30,SH600050,中国联通,20030221,3.13,3.09,3.14,3.08,59693832,SH000001,上证指数,1508.077,1478.871,1508.129,1476.415,12053400
31,SH600050,中国联通,20030224,3.08,3.09,3.1,3.08,22554431,SH000001,上证指数,1476.07,1481.936,1488.072,1474.471,7947700
32,SH600050,中国联通,20030225,3.09,3.15,3.16,3.08,65075400,SH000001,上证指数,1481.106,1511.275,1511.649,1481.106,12912800
33,SH600050,中国联通,20030226,3.15,3.15,3.16,3.12,32258589,SH000001,上证指数,1513.493,1513.175,1515.457,1506.553,8486200
34,SH600050,中国联通,20030227,3.15,3.14,3.17,3.13,40930472,SH000001,上证指数,1514.024,1513.704,1524.751,1508.747,10416100
35,SH600050,中国联通,20030228,3.14,3.11,3.14,3.1,30879684,SH000001,上证指数,1512.865,1511.932,1514.502,1501.424,8360100
36,SH600050,中国联通,20030303,3.11,3.11,3.12,3.08,50972488,SH000001,上证指数,1511.585,1525.483,1525.699,1511.045,10236144
37,SH600050,中国联通,20030304,3.11,3.12,3.14,3.1,39101448,SH000001,上证指数,1527.449,1524.304,1529.752,1517.859,9198499
38,SH600050,中国联通,20030305,3.12,3.1,3.12,3.08,33896885,SH000001,上证指数,1524.077,1517.179,1524.123,1508.251,8142890
39,SH600050,中国联通,20030306,3.09,3.03,3.09,3.02,86073654,SH000001,上证指数,1516.601,1498.343,1517.348,1494.241,9982208
40,SH600050,中国联通,20030307,3.02,2.99,3.04,2.98,80105205,SH000001,上证指数,1495.694,1493.093,1502.428,1489.384,8335401
41,SH600050,中国联通,20030310,2.98,2.93,3,2.93,63512545,SH000001,上证指数,1492.209,1468.919,1496.164,1467.639,8947347
42,SH600050,中国联通,20030311,2.92,2.94,2.94,2.92,30806216,SH000001,上证指数,1467.551,1469.548,1473.955,1463.584,6336210
43,SH600050,中国联通,20030312,2.93,2.93,2.94,2.9,35445985,SH000001,上证指数,1468.747,1475.008,1475.287,1458.5,6403671
44,SH600050,中国联通,20030313,2.93,2.9,2.94,2.9,27678886,SH000001,上证指数,1475.037,1464.649,1477.858,1463.33,6033789
45,SH600050,中国联通,20030314,2.9,2.91,2.92,2.9,27947396,SH000001,上证指数,1464.992,1466.044,1471.499,1461.351,5613442
46,SH600050,中国联通,20030317,2.91,2.88,2.91,2.84,53968922,SH000001,上证指数,1465.144,1469.274,1469.533,1453.368,7187381
47,SH600050,中国联通,20030318,2.87,2.85,2.91,2.85,32487964,SH000001,上证指数,1468.986,1459.892,1478.995,1458.979,7088745
48,SH600050,中国联通,20030319,2.84,2.89,2.9,2.83,40611034,SH000001,上证指数,1458.582,1469.96,1475.844,1452.592,7637422
49,SH600050,中国联通,20030320,2.88,2.88,2.92,2.85,31636063,SH000001,上证指数,1469.663,1464.54,1477.253,1460.799,7655740
50,SH600050,中国联通,20030321,2.88,2.91,2.91,2.87,22989479,SH000001,上证指数,1464.184,1474.657,1475.809,1461.915,7617922
51,SH600050,中国联通,20030324,2.9,2.9,2.91,2.88,18038487,SH000001,上证指数,1474.591,1477.766,1477.974,1470.435,6524191
52,SH600050,中国联通,20030325,2.9,2.84,2.9,2.83,35356274,SH000001,上证指数,1478.053,1462.4,1478.405,1461.754,6475235
53,SH600050,中国联通,20030326,2.84,2.85,2.87,2.82,27554104,SH000001,上证指数,1461.321,1456.271,1465.425,1452.891,6271469
54,SH600050,中国联通,20030327,2.85,2.95,3.02,2.82,112940814,SH000001,上证指数,1455.439,1499.347,1507.668,1447.014,15051894
55,SH600050,中国联通,20030328,2.95,2.93,2.96,2.91,60464025,SH000001,上证指数,1498.455,1491.941,1508.263,1488.601,14660785
56,SH600050,中国联通,20030331,2.92,2.95,2.97,2.91,48420093,SH000001,上证指数,1491.391,1510.578,1511.22,1490.986,11841571
57,SH600050,中国联通,20030401,2.96,3.01,3.02,2.94,114786102,SH000001,上证指数,1513.001,1522.546,1525.235,1508.844,15222781
58,SH600050,中国联通,20030402,3,3.03,3.09,2.98,139281958,SH000001,上证指数,1522.491,1521.32,1525.769,1516.788,11090214
59,SH600050,中国联通,20030403,3.03,2.98,3.05,2.98,48466208,SH000001,上证指数,1521.356,1511.729,1522.671,1510.512,9479199
60,SH600050,中国联通,20030404,2.98,3,3.02,2.97,49006281,SH000001,上证指数,1510.222,1521.128,1521.783,1509.61,10240916
61,SH600050,中国联通,20030407,3,3.02,3.04,3,99153073,SH000001,上证指数,1521.898,1515.132,1530.371,1512.5,13549293
62,SH600050,中国联通,20030408,3.01,3.05,3.09,2.99,185162277,SH000001,上证指数,1515.645,1520.551,1523.947,1513.235,16253782
63,SH600050,中国联通,20030409,3.01,3.21,3.3,3.01,936713962,SH000001,上证指数,1519.985,1543.674,1545.336,1510.344,31762636
64,SH600050,中国联通,20030410,3.21,3.16,3.31,3.14,550880747,SH000001,上证指数,1546.507,1551.18,1559.869,1541.289,43111016
65,SH600050,中国联通,20030411,3.16,3.32,3.36,3.16,479294845,SH000001,上证指数,1552.004,1576.86,1581.699,1548.529,39418800
66,SH600050,中国联通,20030414,3.33,3.33,3.38,3.28,366521502,SH000001,上证指数,1581.38,1616.072,1616.654,1581.204,46769752
67,SH600050,中国联通,20030415,3.34,3.33,3.45,3.31,389852870,SH000001,上证指数,1619.95,1631.47,1632.092,1606.726,38151012
68,SH600050,中国联通,20030416,3.33,3.34,3.44,3.3,529371257,SH000001,上证指数,1633.53,1606.24,1649.603,1598.828,44806840
69,SH600050,中国联通,20030417,3.36,3.49,3.55,3.36,538764416,SH000001,上证指数,1606.233,1613.604,1621.229,1595.627,32118988
70,SH600050,中国联通,20030418,3.5,3.31,3.5,3.3,417493275,SH000001,上证指数,1616.905,1603.077,1620.806,1596.668,27414894
71,SH600050,中国联通,20030421,3.29,3.2,3.29,3.14,305233470,SH000001,上证指数,1598.504,1571.714,1598.583,1557.121,25098944
72,SH600050,中国联通,20030422,3.17,3.17,3.21,3.15,86271185,SH000001,上证指数,1570.574,1568.692,1575.796,1563.589,13557199
73,SH600050,中国联通,20030423,3.17,3.1,3.19,3.08,161140622,SH000001,上证指数,1568.133,1541.96,1569.785,1540.067,17664770
74,SH600050,中国联通,20030424,3.07,3.04,3.11,3,251413886,SH000001,上证指数,1538.58,1503.59,1542.106,1492.904,24854482
