序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SZ000021,深科技Ａ,20030102,10.1,9.99,10.4,9.92,984460,SZ399001,深证成指,2743.21,2689.493,2743.304,2682.267,55161269
2,SZ000021,深科技Ａ,20030103,9.93,10.02,10.17,9.92,710111,SZ399001,深证成指,2681.635,2687.72,2700.388,2673.249,42097005
3,SZ000021,深科技Ａ,20030106,10.03,10.22,10.29,9.98,762782,SZ399001,深证成指,2684.832,2722.282,2723.744,2675.045,47382269
4,SZ000021,深科技Ａ,20030107,10.23,10.35,10.55,10.2,1227937,SZ399001,深证成指,2723.178,2718.326,2740.666,2705.597,43091643
5,SZ000021,深科技Ａ,20030108,10.32,10.6,10.65,10.25,1096464,SZ399001,深证成指,2716.667,2790.037,2790.261,2714.875,64840582
6,SZ000021,深科技Ａ,20030109,10.78,10.85,10.94,10.55,2176535,SZ399001,深证成指,2794.283,2835.489,2848.745,2773.436,133817188
7,SZ000021,深科技Ａ,20030110,10.87,10.56,10.87,10.5,1187115,SZ399001,深证成指,2834.304,2811.192,2860.997,2809.839,132774865
8,SZ000021,深科技Ａ,20030113,10.5,10.83,10.88,10.5,1248512,SZ399001,深证成指,2803.032,2821.599,2830.935,2798.988,71106749
9,SZ000021,深科技Ａ,20030114,10.77,11.52,11.8,10.77,5379235,SZ399001,深证成指,2823.122,2999.398,3027.749,2823.122,387343562
10,SZ000021,深科技Ａ,20030115,11.56,11.58,12.35,11.49,5355423,SZ399001,深证成指,3004.918,2963.99,3027.811,2945.58,242302725
11,SZ000021,深科技Ａ,20030116,11.6,11.98,12.08,11.6,3486923,SZ399001,深证成指,2964.887,3010.611,3014.147,2957.397,156232191
12,SZ000021,深科技Ａ,20030117,12,11.98,12.1,11.84,2238045,SZ399001,深证成指,3014.592,2998.666,3027.463,2985.368,132553825
13,SZ000021,深科技Ａ,20030120,11.98,12.18,12.18,11.6,1749159,SZ399001,深证成指,2998.646,3012.075,3012.793,2963.528,102932630
14,SZ000021,深科技Ａ,20030121,12.2,11.75,12.29,11.74,1690103,SZ399001,深证成指,3018.571,2953.515,3029.033,2953.417,124978817
15,SZ000021,深科技Ａ,20030122,11.7,11.79,11.9,11.5,1157479,SZ399001,深证成指,2948.026,2961.89,2969.244,2941.448,86384167
16,SZ000021,深科技Ａ,20030123,11.78,11.7,12,11.66,877589,SZ399001,深证成指,2960.061,2942.162,2984.979,2941.464,73451419
17,SZ000021,深科技Ａ,20030124,11.68,11.98,11.99,11.66,1142492,SZ399001,深证成指,2939.762,2992.108,2998.295,2934.999,98399163
18,SZ000021,深科技Ａ,20030127,12,12.13,12.32,11.99,1875539,SZ399001,深证成指,2994.851,3031.448,3037.733,2994.193,215398214
19,SZ000021,深科技Ａ,20030128,12.1,12.07,12.2,11.99,869291,SZ399001,深证成指,3032.212,3044.034,3045.757,3021.273,127965053
20,SZ000021,深科技Ａ,20030129,12.2,12.53,13,12.1,3951641,SZ399001,深证成指,3045.014,3051.219,3069.125,3042.82,123611043
21,SZ000021,深科技Ａ,20030210,12.6,12.28,12.65,12.28,1187100,SZ399001,深证成指,3048.806,3010.633,3048.806,3006.496,82512358
22,SZ000021,深科技Ａ,20030211,12.25,12.47,12.48,12.14,905136,SZ399001,深证成指,3005.427,3031.311,3032.132,3001.055,53257454
23,SZ000021,深科技Ａ,20030212,12.38,12.59,12.64,12.35,1233798,SZ399001,深证成指,3031.654,3063.023,3064.287,3020.391,77139971
24,SZ000021,深科技Ａ,20030213,12.59,12.3,12.63,12.29,1537344,SZ399001,深证成指,3066.633,3043.886,3082.357,3040.773,127194535
