序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SH600026,中海发展,20030102,4.7,4.63,4.75,4.62,4044647,SH000001,上证指数,1347.433,1320.63,1351.344,1317.468,6500700
2,SH600026,中海发展,20030103,4.6,4.65,4.68,4.6,2953881,SH000001,上证指数,1317.583,1319.868,1323.628,1312.796,4576474
3,SH600026,中海发展,20030106,4.64,4.72,4.76,4.56,3237159,SH000001,上证指数,1319.688,1334.679,1334.887,1311.684,6750100
4,SH600026,中海发展,20030107,4.72,4.61,4.75,4.57,3663627,SH000001,上证指数,1335.632,1332.061,1346.819,1326.191,7343200
5,SH600026,中海发展,20030108,4.62,5.07,5.07,4.58,23687881,SH000001,上证指数,1331.441,1372.067,1373.116,1330.451,9823400
6,SH600026,中海发展,20030109,5.1,5.3,5.5,5,48427323,SH000001,上证指数,1374.618,1397.384,1402.286,1365.37,18529300
7,SH600026,中海发展,20030110,5.25,5.13,5.4,5.13,23243209,SH000001,上证指数,1398.377,1384.859,1411.374,1384.63,16263300
8,SH600026,中海发展,20030113,5.08,5.11,5.17,5.05,10842139,SH000001,上证指数,1381.87,1386.314,1391.187,1378.647,8607700
9,SH600026,中海发展,20030114,5.1,5.48,5.58,5.06,53302819,SH000001,上证指数,1386.897,1466.851,1476.912,1386.592,41012400
10,SH600026,中海发展,20030115,5.45,5.37,5.6,5.32,27001020,SH000001,上证指数,1477.454,1459.92,1485.795,1448.271,37023000
11,SH600026,中海发展,20030116,5.35,5.43,5.45,5.3,14022606,SH000001,上证指数,1458.866,1485.618,1486.059,1454.546,24575400
12,SH600026,中海发展,20030117,5.48,5.51,5.75,5.45,38446816,SH000001,上证指数,1488.265,1478.675,1492.723,1472.96,21566700
13,SH600026,中海发展,20030120,5.49,5.54,5.58,5.36,13718161,SH000001,上证指数,1475.711,1482.681,1482.943,1458.117,22487800
14,SH600026,中海发展,20030121,5.54,5.35,5.58,5.34,11988470,SH000001,上证指数,1485.87,1454.891,1489.551,1454.611,17551200
15,SH600026,中海发展,20030122,5.3,5.31,5.38,5.26,6918954,SH000001,上证指数,1448.826,1460.53,1463.938,1446.348,12139944
16,SH600026,中海发展,20030123,5.31,5.25,5.39,5.25,6165932,SH000001,上证指数,1460.249,1450.616,1470.327,1448.701,11427599
17,SH600026,中海发展,20030124,5.25,5.42,5.49,5.24,12073124,SH000001,上证指数,1449.504,1479.07,1483.557,1448.011,14814600
18,SH600026,中海发展,20030127,5.46,5.48,5.53,5.41,11372117,SH000001,上证指数,1481.609,1496.157,1500.384,1480.967,14672600
19,SH600026,中海发展,20030128,5.48,5.6,5.69,5.45,17476714,SH000001,上证指数,1497.098,1500.639,1502.432,1489.165,10478500
