序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SZ300046,N台基,20100120,46.5,50.95,52.5,46.5,8222767,SZ399001,深证成指,13375.529,12916.154,13389.934,12871.581,1070890864
2,SZ300046,台基股份,20100121,49.6,47.71,50.74,47.51,3165955,SZ399001,深证成指,12928.517,12917.154,12982.883,12732.961,801475791
3,SZ300046,台基股份,20100122,46.3,44.06,46.38,43.78,2524802,SZ399001,深证成指,12756.921,12595.935,12756.921,12394.068,959410076
4,SZ300046,台基股份,20100125,43.6,42.39,43.99,42.02,1304877,SZ399001,深证成指,12506.141,12470.188,12640.732,12458.56,858687186
5,SZ300046,台基股份,20100126,42.98,42.5,43.5,41.6,976273,SZ399001,深证成指,12496.107,12162.556,12536.474,12091.086,904941348
6,SZ300046,台基股份,20100127,42.65,42.35,43.17,42.06,795100,SZ399001,深证成指,12157.136,12046.779,12233.115,11946.485,779422170
7,SZ300046,台基股份,20100128,42.15,41.2,42.18,40.81,1151298,SZ399001,深证成指,12008.962,12120.476,12166.466,11903.993,720113771
8,SZ300046,台基股份,20100129,40.6,41.12,41.99,40.53,800942,SZ399001,深证成指,12058.699,12137.204,12339.063,11998.657,705855519
9,SZ300046,台基股份,20100201,40,40.28,40.7,39.53,729185,SZ399001,深证成指,12125.509,11989.107,12126.263,11841.96,722867738
10,SZ300046,台基股份,20100202,40.28,39.52,40.85,39.52,657809,SZ399001,深证成指,12035.931,11912.927,12173.913,11912.927,627667651
11,SZ300046,台基股份,20100203,39.7,38.61,39.96,37.18,905829,SZ399001,深证成指,11961.115,12262.567,12262.567,11714.159,872423000
12,SZ300046,台基股份,20100204,38.38,38.71,39.42,38,612250,SZ399001,深证成指,12177.147,12169.479,12283.517,12112.934,701039946
13,SZ300046,台基股份,20100205,37.88,38.84,39.18,37.55,604596,SZ399001,深证成指,11892.313,11917.136,12018.387,11823.069,721224436
14,SZ300046,台基股份,20100208,38.95,39.24,39.5,38.55,447533,SZ399001,深证成指,11900.1,11947.336,11997.663,11847.02,453301020
15,SZ300046,台基股份,20100209,39.51,38.72,39.78,38.41,446368,SZ399001,深证成指,11935.801,11970.438,12037.315,11900.283,408124905
16,SZ300046,台基股份,20100210,39,40,40.16,38.76,690722,SZ399001,深证成指,12082.997,12185.378,12185.378,12051.164,442878485
17,SZ300046,台基股份,20100211,39.99,40.1,40.58,39.7,630826,SZ399001,深证成指,12178.951,12224.6,12297.408,12152.354,496693660
18,SZ300046,台基股份,20100212,40.17,40.74,40.8,39.8,626702,SZ399001,深证成指,12259.472,12304.784,12327.926,12241.61,395758791
19,SZ300046,台基股份,20100222,40.73,40.03,40.88,39.89,458928,SZ399001,深证成指,12299.112,12213.544,12337.768,12213.544,424202695
20,SZ300046,台基股份,20100223,40,40.08,40.15,39.31,384214,SZ399001,深证成指,12185.935,12069.209,12185.935,11922.728,520931733
