序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SZ000061,农 产 品,20030102,15,14.85,15,14.8,126609,SZ399001,深证成指,2743.21,2689.493,2743.304,2682.267,55161269
2,SZ000061,农 产 品,20030103,14.84,14.82,14.85,14.78,106524,SZ399001,深证成指,2681.635,2687.72,2700.388,2673.249,42097005
3,SZ000061,农 产 品,20030106,14.84,14.79,14.85,14.7,221630,SZ399001,深证成指,2684.832,2722.282,2723.744,2675.045,47382269
4,SZ000061,农 产 品,20030107,14.78,14.8,14.89,14.75,231928,SZ399001,深证成指,2723.178,2718.326,2740.666,2705.597,43091643
5,SZ000061,农 产 品,20030108,14.8,14.89,14.95,14.77,679733,SZ399001,深证成指,2716.667,2790.037,2790.261,2714.875,64840582
6,SZ000061,农 产 品,20030109,14.85,14.99,15.03,14.8,1028784,SZ399001,深证成指,2794.283,2835.489,2848.745,2773.436,133817188
7,SZ000061,农 产 品,20030110,14.9,14.99,15.03,14.89,1243562,SZ399001,深证成指,2834.304,2811.192,2860.997,2809.839,132774865
8,SZ000061,农 产 品,20030113,15.01,15.16,15.18,14.92,894027,SZ399001,深证成指,2803.032,2821.599,2830.935,2798.988,71106749
9,SZ000061,农 产 品,20030114,15.14,15.28,15.4,15.14,2403489,SZ399001,深证成指,2823.122,2999.398,3027.749,2823.122,387343562
10,SZ000061,农 产 品,20030115,15.27,15.12,15.31,14.99,1385580,SZ399001,深证成指,3004.918,2963.99,3027.811,2945.58,242302725
11,SZ000061,农 产 品,20030116,15.2,15.21,15.4,15.18,1737800,SZ399001,深证成指,2964.887,3010.611,3014.147,2957.397,156232191
12,SZ000061,农 产 品,20030117,15.2,15.08,15.24,14.96,1454546,SZ399001,深证成指,3014.592,2998.666,3027.463,2985.368,132553825
13,SZ000061,农 产 品,20030120,15.03,14.98,15.1,14.92,736017,SZ399001,深证成指,2998.646,3012.075,3012.793,2963.528,102932630
14,SZ000061,农 产 品,20030121,15.01,14.97,15.06,14.94,785825,SZ399001,深证成指,3018.571,2953.515,3029.033,2953.417,124978817
15,SZ000061,农 产 品,20030122,14.97,14.8,15,14.74,891700,SZ399001,深证成指,2948.026,2961.89,2969.244,2941.448,86384167
