序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SH600516,海龙科技,20030102,8.45,8.17,8.55,8.11,968381,SH000001,上证指数,1347.433,1320.63,1351.344,1317.468,6500700
2,SH600516,海龙科技,20030103,8.15,8.2,8.23,8.1,413196,SH000001,上证指数,1317.583,1319.868,1323.628,1312.796,4576474
3,SH600516,海龙科技,20030106,8.18,8.32,8.35,8.1,686820,SH000001,上证指数,1319.688,1334.679,1334.887,1311.684,6750100
4,SH600516,海龙科技,20030107,8.32,8.33,8.6,8.26,1020084,SH000001,上证指数,1335.632,1332.061,1346.819,1326.191,7343200
5,SH600516,海龙科技,20030110,8.98,8.93,9.16,8.73,11283368,SH000001,上证指数,1398.377,1384.859,1411.374,1384.63,16263300
6,SH600516,海龙科技,20030113,8.86,9.1,9.19,8.77,4783281,SH000001,上证指数,1381.87,1386.314,1391.187,1378.647,8607700
7,SH600516,海龙科技,20030114,9.05,9.53,9.73,9,7492298,SH000001,上证指数,1386.897,1466.851,1476.912,1386.592,41012400
8,SH600516,海龙科技,20030115,9.53,9.54,9.85,9.4,6966215,SH000001,上证指数,1477.454,1459.92,1485.795,1448.271,37023000
9,SH600516,海龙科技,20030116,9.59,9.9,10.11,9.5,6049287,SH000001,上证指数,1458.866,1485.618,1486.059,1454.546,24575400
10,SH600516,海龙科技,20030117,9.9,9.77,9.96,9.68,3009521,SH000001,上证指数,1488.265,1478.675,1492.723,1472.96,21566700
11,SH600516,海龙科技,20030120,9.7,9.74,9.81,9.52,1806111,SH000001,上证指数,1475.711,1482.681,1482.943,1458.117,22487800
12,SH600516,海龙科技,20030121,9.74,9.36,9.84,9.35,2013834,SH000001,上证指数,1485.87,1454.891,1489.551,1454.611,17551200
13,SH600516,海龙科技,20030122,9.35,9.5,9.58,9.31,1631174,SH000001,上证指数,1448.826,1460.53,1463.938,1446.348,12139944
14,SH600516,海龙科技,20030123,9.49,9.29,9.6,9.29,1538546,SH000001,上证指数,1460.249,1450.616,1470.327,1448.701,11427599
15,SH600516,海龙科技,20030124,9.29,9.6,9.61,9.26,1891873,SH000001,上证指数,1449.504,1479.07,1483.557,1448.011,14814600
16,SH600516,海龙科技,20030127,9.65,9.81,9.94,9.65,2801139,SH000001,上证指数,1481.609,1496.157,1500.384,1480.967,14672600
17,SH600516,海龙科技,20030128,9.82,9.84,9.88,9.78,1449307,SH000001,上证指数,1497.098,1500.639,1502.432,1489.165,10478500
18,SH600516,海龙科技,20030129,9.84,9.78,9.89,9.76,1217633,SH000001,上证指数,1501.286,1499.815,1508.588,1498.372,12698300
19,SH600516,海龙科技,20030210,9.76,9.5,9.76,9.46,816200,SH000001,上证指数,1499.166,1480.169,1499.641,1477.517,7999500
20,SH600516,海龙科技,20030211,9.45,9.66,9.69,9.42,886050,SH000001,上证指数,1478.046,1492.764,1492.894,1476.874,5979700
21,SH600516,海龙科技,20030212,9.6,9.77,9.78,9.55,787157,SH000001,上证指数,1493.248,1510.671,1510.985,1486.313,10627700
22,SH600516,海龙科技,20030213,9.78,9.65,9.84,9.63,1248529,SH000001,上证指数,1512.285,1504.338,1519.29,1502.431,13093300
23,SH600516,海龙科技,20030214,9.65,9.69,9.75,9.6,757551,SH000001,上证指数,1503.373,1510.95,1515.255,1500.983,9248600
24,SH600516,海龙科技,20030217,9.73,9.73,9.92,9.58,1500790,SH000001,上证指数,1510.64,1496.523,1514.636,1490.918,11086400
25,SH600516,海龙科技,20030218,9.7,9.66,9.73,9.59,626030,SH000001,上证指数,1495.141,1496.468,1500.293,1488.827,7252743
26,SH600516,海龙科技,20030219,9.66,9.79,9.8,9.59,801620,SH000001,上证指数,1496.651,1510.803,1511.132,1490.022,12157155
27,SH600516,海龙科技,20030220,9.82,9.8,9.93,9.79,1895807,SH000001,上证指数,1513.007,1509.486,1517.766,1507.227,10019900
28,SH600516,海龙科技,20030221,9.8,9.48,9.8,9.45,1575510,SH000001,上证指数,1508.077,1478.871,1508.129,1476.415,12053400
29,SH600516,海龙科技,20030224,9.41,9.51,9.67,9.41,845126,SH000001,上证指数,1476.07,1481.936,1488.072,1474.471,7947700
30,SH600516,海龙科技,20030225,9.52,9.76,9.78,9.52,1221691,SH000001,上证指数,1481.106,1511.275,1511.649,1481.106,12912800
31,SH600516,海龙科技,20030226,9.77,9.81,9.84,9.7,1135241,SH000001,上证指数,1513.493,1513.175,1515.457,1506.553,8486200
32,SH600516,海龙科技,20030227,9.83,9.8,9.89,9.69,1393345,SH000001,上证指数,1514.024,1513.704,1524.751,1508.747,10416100
33,SH600516,海龙科技,20030228,9.76,10.08,10.14,9.74,5919743,SH000001,上证指数,1512.865,1511.932,1514.502,1501.424,8360100
34,SH600516,海龙科技,20030303,10.11,10.17,10.27,10.05,3709329,SH000001,上证指数,1511.585,1525.483,1525.699,1511.045,10236144
35,SH600516,海龙科技,20030304,10.2,10.06,10.2,10,1792551,SH000001,上证指数,1527.449,1524.304,1529.752,1517.859,9198499
36,SH600516,海龙科技,20030305,10.06,9.99,10.1,9.88,1299571,SH000001,上证指数,1524.077,1517.179,1524.123,1508.251,8142890
37,SH600516,海龙科技,20030306,9.99,9.75,9.99,9.71,1309575,SH000001,上证指数,1516.601,1498.343,1517.348,1494.241,9982208
38,SH600516,海龙科技,20030307,9.71,9.65,9.83,9.65,1119739,SH000001,上证指数,1495.694,1493.093,1502.428,1489.384,8335401
39,SH600516,海龙科技,20030310,9.68,9.49,9.73,9.47,995749,SH000001,上证指数,1492.209,1468.919,1496.164,1467.639,8947347
40,SH600516,海龙科技,20030311,9.45,9.53,9.58,9.45,613655,SH000001,上证指数,1467.551,1469.548,1473.955,1463.584,6336210
41,SH600516,海龙科技,20030312,9.53,9.57,9.58,9.35,675205,SH000001,上证指数,1468.747,1475.008,1475.287,1458.5,6403671
