序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SZ000027,深能源Ａ,20030102,6.23,6.16,6.33,6.16,1403830,SZ399001,深证成指,2743.21,2689.493,2743.304,2682.267,55161269
2,SZ000027,深能源Ａ,20030103,6.16,6.2,6.23,6.15,621107,SZ399001,深证成指,2681.635,2687.72,2700.388,2673.249,42097005
3,SZ000027,深能源Ａ,20030106,6.2,6.29,6.3,6.15,898757,SZ399001,深证成指,2684.832,2722.282,2723.744,2675.045,47382269
4,SZ000027,深能源Ａ,20030107,6.29,6.31,6.34,6.22,718814,SZ399001,深证成指,2723.178,2718.326,2740.666,2705.597,43091643
5,SZ000027,深能源Ａ,20030108,6.33,6.49,6.52,6.28,1188513,SZ399001,深证成指,2716.667,2790.037,2790.261,2714.875,64840582
6,SZ000027,深能源Ａ,20030109,6.55,6.65,6.69,6.44,3824865,SZ399001,深证成指,2794.283,2835.489,2848.745,2773.436,133817188
7,SZ000027,深能源Ａ,20030110,6.69,6.63,6.78,6.6,3674616,SZ399001,深证成指,2834.304,2811.192,2860.997,2809.839,132774865
8,SZ000027,深能源Ａ,20030113,6.63,6.64,6.67,6.59,1544307,SZ399001,深证成指,2803.032,2821.599,2830.935,2798.988,71106749
9,SZ000027,深能源Ａ,20030114,6.64,7.13,7.3,6.64,11500289,SZ399001,深证成指,2823.122,2999.398,3027.749,2823.122,387343562
10,SZ000027,深能源Ａ,20030115,7.13,6.99,7.18,6.89,6368007,SZ399001,深证成指,3004.918,2963.99,3027.811,2945.58,242302725
11,SZ000027,深能源Ａ,20030116,7,7.19,7.23,6.9,5860911,SZ399001,深证成指,2964.887,3010.611,3014.147,2957.397,156232191
12,SZ000027,深能源Ａ,20030117,7.2,7.09,7.2,7.05,2458027,SZ399001,深证成指,3014.592,2998.666,3027.463,2985.368,132553825
13,SZ000027,深能源Ａ,20030120,7.1,7.03,7.1,6.94,2665256,SZ399001,深证成指,2998.646,3012.075,3012.793,2963.528,102932630
14,SZ000027,深能源Ａ,20030121,7.1,6.91,7.1,6.9,2080311,SZ399001,深证成指,3018.571,2953.515,3029.033,2953.417,124978817
15,SZ000027,深能源Ａ,20030122,6.88,6.9,6.96,6.8,2031653,SZ399001,深证成指,2948.026,2961.89,2969.244,2941.448,86384167
16,SZ000027,深能源Ａ,20030123,6.9,6.83,6.95,6.83,1429720,SZ399001,深证成指,2960.061,2942.162,2984.979,2941.464,73451419
17,SZ000027,深能源Ａ,20030124,6.83,6.94,6.98,6.8,1675348,SZ399001,深证成指,2939.762,2992.108,2998.295,2934.999,98399163
18,SZ000027,深能源Ａ,20030127,6.96,7.26,7.35,6.94,8262798,SZ399001,深证成指,2994.851,3031.448,3037.733,2994.193,215398214
19,SZ000027,深能源Ａ,20030128,7.26,7.31,7.34,7.18,3400273,SZ399001,深证成指,3032.212,3044.034,3045.757,3021.273,127965053
20,SZ000027,深能源Ａ,20030129,7.35,7.4,7.5,7.3,6986656,SZ399001,深证成指,3045.014,3051.219,3069.125,3042.82,123611043
21,SZ000027,深能源Ａ,20030210,7.41,7.22,7.41,7.2,1794845,SZ399001,深证成指,3048.806,3010.633,3048.806,3006.496,82512358
22,SZ000027,深能源Ａ,20030211,7.16,7.29,7.3,7.16,1121852,SZ399001,深证成指,3005.427,3031.311,3032.132,3001.055,53257454
23,SZ000027,深能源Ａ,20030212,7.26,7.32,7.34,7.21,1594123,SZ399001,深证成指,3031.654,3063.023,3064.287,3020.391,77139971
24,SZ000027,深能源Ａ,20030213,7.33,7.23,7.35,7.21,1930229,SZ399001,深证成指,3066.633,3043.886,3082.357,3040.773,127194535
25,SZ000027,深能源Ａ,20030214,7.22,7.28,7.3,7.22,890360,SZ399001,深证成指,3041.835,3046.601,3055.124,3033.564,72148529
26,SZ000027,深能源Ａ,20030217,7.26,7.14,7.31,7.12,1777303,SZ399001,深证成指,3048.753,3021.914,3053.671,3011.112,79483941
27,SZ000027,深能源Ａ,20030218,7.14,7.17,7.2,7.12,999265,SZ399001,深证成指,3019.388,3018.696,3027.332,3006.492,71116646
28,SZ000027,深能源Ａ,20030219,7.17,7.21,7.21,7.12,858104,SZ399001,深证成指,3018.614,3046.268,3046.296,3002.318,67243121
29,SZ000027,深能源Ａ,20030220,7.22,7.17,7.26,7.15,1143621,SZ399001,深证成指,3045.948,3041.894,3056.125,3038.561,70356871
30,SZ000027,深能源Ａ,20030221,7.18,7.01,7.19,7,2828768,SZ399001,深证成指,3040.867,2990.007,3040.867,2984.674,98690479
