序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SH601985,N中核,20150610,4.07,4.88,4.88,4.07,741098,SH000001,上证指数,5049.197,5106.036,5164.162,5001.489,596969001
2,SH601985,中国核电,20150611,5.37,5.37,5.37,5.37,381000,SH000001,上证指数,5101.44,5121.593,5122.457,5050.765,563990522
3,SH601985,中国核电,20150612,5.91,5.91,5.91,5.91,394551,SH000001,上证指数,5143.343,5166.35,5178.191,5103.401,625627854
4,SH601985,中国核电,20150615,6.5,6.5,6.5,6.5,589542,SH000001,上证指数,5174.418,5062.993,5176.795,5048.742,637803984
5,SH601985,中国核电,20150616,7.15,7.15,7.15,7.15,807100,SH000001,上证指数,5004.412,4887.432,5029.684,4842.1,550801407
6,SH601985,中国核电,20150617,7.87,7.87,7.87,7.87,1532229,SH000001,上证指数,4890.551,4967.898,4983.658,4767.216,537101168
7,SH601985,中国核电,20150618,8.66,8.66,8.66,8.66,1332448,SH000001,上证指数,4942.52,4785.356,4966.767,4780.873,507440899
8,SH601985,中国核电,20150619,9.53,9.53,9.53,9.53,7689915,SH000001,上证指数,4689.929,4478.364,4744.081,4476.501,452689626
9,SH601985,中国核电,20150623,10.48,10.48,10.48,10.48,13405468,SH000001,上证指数,4471.613,4576.492,4577.939,4264.772,473526128
10,SH601985,中国核电,20150624,11.53,11.53,11.53,11.53,6919239,SH000001,上证指数,4604.579,4690.15,4691.768,4552.129,543003709
11,SH601985,中国核电,20150625,12.68,12.68,12.68,12.68,5769394,SH000001,上证指数,4711.763,4527.779,4720.701,4483.548,572797533
12,SH601985,中国核电,20150626,13.95,13.95,13.95,13.01,1616476991,SH000001,上证指数,4399.933,4192.873,4456.896,4139.53,565217874
13,SH601985,中国核电,20150629,13.7,13.23,13.95,12.56,1705666148,SH000001,上证指数,4289.771,4053.03,4297.475,3875.05,673786349
14,SH601985,中国核电,20150630,12.8,13.07,13.66,11.91,1311217241,SH000001,上证指数,4006.754,4277.222,4279.969,3847.88,709176633
15,SH601985,中国核电,20150701,12.6,13.32,14.38,12.01,1773514694,SH000001,上证指数,4214.15,4053.7,4317.053,4043.367,598769427
16,SH601985,中国核电,20150702,12.25,11.99,13,11.99,1059540489,SH000001,上证指数,4058.624,3912.767,4080.387,3795.253,586015612
17,SH601985,中国核电,20150703,11.25,10.79,11.85,10.79,666030627,SH000001,上证指数,3793.712,3686.915,3927.128,3629.556,548163111
18,SH601985,中国核电,20150706,11.87,10.12,11.87,9.71,1067461326,SH000001,上证指数,3975.214,3775.912,3975.214,3653.037,831139286
19,SH601985,中国核电,20150707,9.31,9.11,9.55,9.11,317142519,SH000001,上证指数,3654.778,3727.125,3750.57,3585.399,698818688
20,SH601985,中国核电,20150708,8.2,8.2,8.2,8.2,47199400,SH000001,上证指数,3467.399,3507.192,3599.253,3421.525,680356922
21,SH601985,中国核电,20150709,7.38,9.02,9.02,7.38,945802971,SH000001,上证指数,3432.454,3709.33,3748.479,3373.54,656914612
