序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SZ002005,N 德  豪,20040625,24.98,25.92,30.98,24.81,16463988,SZ399001,深证成指,3294.844,3255.598,3322.177,3249.744,117005842
2,SZ002005,德豪润达,20040628,24.68,23.55,24.81,23.33,5447403,SZ399001,深证成指,3248.419,3230.78,3268.129,3225.245,149870504
3,SZ002005,德豪润达,20040629,23.2,22.15,23.65,21.61,3631914,SZ399001,深证成指,3232.577,3288.664,3289.367,3217.566,174581624
4,SZ002005,德豪润达,20040630,22.21,22.12,22.8,21.7,2874444,SZ399001,深证成指,3294.011,3275.85,3317.916,3273.329,146064758
5,SZ002005,德豪润达,20040701,22.3,22.42,22.95,22.25,2150190,SZ399001,深证成指,3274.496,3384.892,3391.75,3268.277,236588063
6,SZ002005,德豪润达,20040702,22.7,21.42,22.9,20.83,2756615,SZ399001,深证成指,3386.05,3391.759,3405.951,3350.658,130874199
7,SZ002005,德豪润达,20040705,21.3,20.91,21.3,20.61,1409242,SZ399001,深证成指,3390.854,3381.208,3390.854,3358.637,100000105
8,SZ002005,德豪润达,20040706,20.85,21,21.5,20.7,1177412,SZ399001,深证成指,3385.545,3398.189,3436.482,3385.545,154932770
9,SZ002005,德豪润达,20040707,21,20.2,21,20.01,1303069,SZ399001,深证成指,3397.174,3364.87,3397.174,3355.966,90528272
10,SZ002005,德豪润达,20040708,20.2,20.22,20.44,20.05,756202,SZ399001,深证成指,3365.312,3369.691,3371.586,3343.939,80122434
11,SZ002005,德豪润达,20040709,20.66,20.28,20.99,20.23,1031315,SZ399001,深证成指,3375.014,3345.849,3396.902,3343.548,80359555
12,SZ002005,德豪润达,20040712,20.17,19.03,20.17,18.9,1410288,SZ399001,深证成指,3342.535,3277.31,3342.535,3273.976,99900043
13,SZ002005,德豪润达,20040713,18.81,19.26,19.44,18.57,944210,SZ399001,深证成指,3281.146,3298.007,3307.401,3265.262,64568856
14,SZ002005,德豪润达,20040714,19.35,19.3,19.4,18.7,810406,SZ399001,深证成指,3298.892,3296.369,3319.749,3248.459,122806965
15,SZ002005,德豪润达,20040715,19.29,19.36,19.55,18.95,681074,SZ399001,深证成指,3294.591,3341.814,3344.199,3289.593,171306431
