序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SH601989,N中重,20091216,8.41,8.3,8.7,8.06,916252251,SH000001,上证指数,3262.862,3255.213,3299.331,3246.607,103873513
2,SH601989,中国重工,20091217,8,7.75,8.14,7.6,356324136,SH000001,上证指数,3261.608,3179.078,3272.975,3176.626,105646586
3,SH601989,中国重工,20091218,7.89,7.84,8.08,7.75,228972943,SH000001,上证指数,3154.815,3113.886,3169.582,3108.03,101866376
4,SH601989,中国重工,20091221,7.78,7.71,7.88,7.54,164019558,SH000001,上证指数,3108.067,3122.973,3123.986,3088.003,74568126
5,SH601989,中国重工,20091222,7.68,7.44,7.7,7.43,125574381,SH000001,上证指数,3126.615,3050.52,3129.314,3039.858,85080787
6,SH601989,中国重工,20091223,7.46,7.54,7.72,7.34,144400976,SH000001,上证指数,3048.199,3073.777,3078.837,3041.348,80058134
7,SH601989,中国重工,20091224,7.48,7.54,7.59,7.39,137192733,SH000001,上证指数,3080.874,3153.41,3156.531,3075.107,102406204
8,SH601989,中国重工,20091225,7.5,7.57,7.77,7.45,125222332,SH000001,上证指数,3149.226,3141.353,3154.774,3128.15,84545783
9,SH601989,中国重工,20091228,7.55,7.59,7.62,7.52,93791298,SH000001,上证指数,3148.86,3188.785,3202.087,3148.86,91211608
10,SH601989,中国重工,20091229,7.52,7.74,7.89,7.39,184163234,SH000001,上证指数,3190.172,3211.761,3212.516,3166.758,102612637
11,SH601989,中国重工,20091230,7.7,7.68,7.75,7.6,95711915,SH000001,上证指数,3211.828,3262.6,3267.001,3206.217,129456039
12,SH601989,中国重工,20091231,7.71,7.81,7.99,7.68,136941784,SH000001,上证指数,3264.998,3277.139,3282.211,3250.026,116520402
13,SH601989,中国重工,20100104,7.76,7.63,7.8,7.62,85240856,SH000001,上证指数,3289.75,3243.76,3295.279,3243.319,109447927
14,SH601989,中国重工,20100105,7.65,7.6,7.67,7.5,63230129,SH000001,上证指数,3254.468,3282.179,3290.512,3221.462,126115066
15,SH601989,中国重工,20100106,7.55,7.69,7.78,7.54,93441130,SH000001,上证指数,3277.517,3254.215,3295.868,3253.044,123651384
16,SH601989,中国重工,20100107,7.65,7.6,7.76,7.56,65879625,SH000001,上证指数,3253.991,3192.776,3268.819,3176.707,128652827
17,SH601989,中国重工,20100108,7.61,7.52,7.65,7.44,55884840,SH000001,上证指数,3177.259,3195.997,3198.92,3149.017,98377147
18,SH601989,中国重工,20100111,7.65,7.68,7.78,7.6,100836135,SH000001,上证指数,3301.611,3212.75,3306.751,3197.328,136327216
19,SH601989,中国重工,20100112,7.6,7.93,7.98,7.6,123518981,SH000001,上证指数,3205.705,3273.966,3275.202,3180.085,140655241
20,SH601989,中国重工,20100113,7.81,7.82,8.03,7.75,104209987,SH000001,上证指数,3204.976,3172.658,3232.818,3165.485,158344278
21,SH601989,中国重工,20100114,7.83,8.15,8.28,7.76,139748547,SH000001,上证指数,3183.381,3215.55,3219.016,3165.596,135954504
22,SH601989,中国重工,20100115,8.14,8.04,8.15,8.03,88140142,SH000001,上证指数,3217.19,3224.152,3241.815,3197.221,120541135
23,SH601989,中国重工,20100118,8.06,8.02,8.1,7.94,56218188,SH000001,上证指数,3213.637,3237.098,3238.242,3202.207,135067238
24,SH601989,中国重工,20100119,8.01,8.06,8.21,7.98,62007714,SH000001,上证指数,3242.216,3246.874,3268.806,3236.839,129943532
25,SH601989,中国重工,20100120,8.03,7.72,8.06,7.65,74504311,SH000001,上证指数,3252.037,3151.85,3255.128,3148.334,158243112
26,SH601989,中国重工,20100121,7.7,7.67,7.76,7.59,45814283,SH000001,上证指数,3154.189,3158.863,3176.147,3126.902,114337079
27,SH601989,中国重工,20100122,7.56,7.59,7.63,7.48,46392801,SH000001,上证指数,3118.724,3128.588,3147.829,3062.629,137758538
28,SH601989,中国重工,20100125,7.5,7.51,7.61,7.5,19193610,SH000001,上证指数,3103.32,3094.411,3136.999,3092.926,78361862
29,SH601989,中国重工,20100126,7.53,7.5,7.68,7.4,50265558,SH000001,上证指数,3094.848,3019.394,3107.198,3001.956,93507092
30,SH601989,中国重工,20100127,7.48,7.5,7.62,7.42,26832067,SH000001,上证指数,3020.54,2986.607,3028.647,2972.627,76552214
31,SH601989,中国重工,20100128,7.5,7.65,7.68,7.49,43887246,SH000001,上证指数,2985.214,2994.143,3006.039,2963.891,73365767
32,SH601989,中国重工,20100129,7.61,7.55,7.72,7.53,38380934,SH000001,上证指数,2979.743,2989.292,3024.848,2968.453,80475875
33,SH601989,中国重工,20100201,7.53,7.27,7.55,7.25,66922141,SH000001,上证指数,2981.374,2941.36,2981.374,2912.887,88147114
34,SH601989,中国重工,20100202,7.3,7.1,7.36,7.03,52502404,SH000001,上证指数,2955.753,2934.713,2990.748,2930.559,82485789
35,SH601989,中国重工,20100203,7.07,7.15,7.17,6.82,41112725,SH000001,上证指数,2945.034,3003.835,3005.131,2890.021,101022537
36,SH601989,中国重工,20100204,7.09,7.18,7.33,6.98,44838479,SH000001,上证指数,2983.05,2995.308,3015.126,2968.68,99918364
37,SH601989,中国重工,20100205,6.98,7.02,7.16,6.92,40328703,SH000001,上证指数,2936.197,2939.402,2959.233,2918.909,97274989
38,SH601989,中国重工,20100208,7.02,7.03,7.11,6.99,16553520,SH000001,上证指数,2936.452,2935.174,2954.266,2922.187,63299582
39,SH601989,中国重工,20100209,7.03,6.96,7.05,6.95,15679105,SH000001,上证指数,2932.09,2948.842,2957.474,2929.21,62282207
40,SH601989,中国重工,20100210,7.02,7.01,7.04,6.95,15404994,SH000001,上证指数,2967.138,2982.5,2983.179,2958.217,55588005
41,SH601989,中国重工,20100211,7.01,6.92,7.07,6.87,40675383,SH000001,上证指数,2985.082,2985.499,3001.636,2976.079,56646305
42,SH601989,中国重工,20100212,6.95,6.93,6.96,6.86,22841926,SH000001,上证指数,2996.088,3018.133,3018.858,2993.437,56092124
43,SH601989,中国重工,20100222,6.89,6.96,7.02,6.88,25292981,SH000001,上证指数,3016.703,3003.398,3026.659,3002.811,68505143
44,SH601989,中国重工,20100223,6.92,6.9,6.96,6.82,19785110,SH000001,上证指数,2998.907,2982.575,2998.907,2938.753,80392858
45,SH601989,中国重工,20100224,6.87,7.02,7.03,6.84,24049347,SH000001,上证指数,2964.984,3022.177,3023.739,2955.069,92918962
46,SH601989,中国重工,20100225,7.04,7.19,7.29,7,66536188,SH000001,上证指数,3026.656,3060.618,3063.004,3022.373,119670781
47,SH601989,中国重工,20100226,7.14,7.17,7.2,7.1,31995958,SH000001,上证指数,3053.498,3051.943,3067.525,3041.689,101296291
48,SH601989,中国重工,20100301,7.2,7.17,7.22,7.14,24396645,SH000001,上证指数,3057.006,3087.842,3093.095,3054.554,111038878
49,SH601989,中国重工,20100302,7.2,7.09,7.2,7.07,26449891,SH000001,上证指数,3089.706,3073.108,3095.992,3060.956,105327647
50,SH601989,中国重工,20100303,7.08,7.33,7.41,7.06,69769284,SH000001,上证指数,3074.099,3097.005,3098.456,3061.467,117156519
51,SH601989,中国重工,20100304,7.31,7.1,7.41,7.06,51489450,SH000001,上证指数,3098.069,3023.373,3102.398,3016.215,126383889
52,SH601989,中国重工,20100305,7.14,7.33,7.34,7.1,38766673,SH000001,上证指数,3026.639,3031.065,3044.165,3011.088,92259665
53,SH601989,中国重工,20100308,7.33,7.34,7.43,7.31,42399244,SH000001,上证指数,3036.415,3053.232,3058.832,3030.905,81011950
54,SH601989,中国重工,20100309,7.36,7.39,7.42,7.25,31695401,SH000001,上证指数,3053.26,3069.141,3084.85,3028.69,92381803
55,SH601989,中国重工,20100310,7.41,7.35,7.53,7.28,31712598,SH000001,上证指数,3067.15,3048.927,3085.994,3034.739,84612953
56,SH601989,中国重工,20100311,7.36,7.3,7.39,7.19,22516440,SH000001,上证指数,3050.644,3051.282,3070.935,3025.309,79872195
57,SH601989,中国重工,20100312,7.27,7.14,7.31,7.11,23186043,SH000001,上证指数,3051.474,3013.412,3057.519,3011.972,71418912
58,SH601989,中国重工,20100315,7.11,7.01,7.16,6.98,26141005,SH000001,上证指数,3010.722,2976.939,3013.517,2963.494,63749768
59,SH601989,中国重工,20100316,6.85,6.76,6.88,6.49,193680253,SH000001,上证指数,2974.487,2992.841,2993.843,2963.438,59627991
60,SH601989,中国重工,20100317,6.68,6.87,6.88,6.66,63845668,SH000001,上证指数,2999.815,3050.479,3050.757,2994.893,87085699
61,SH601989,中国重工,20100318,6.87,6.82,6.88,6.8,46951971,SH000001,上证指数,3053.158,3046.089,3063.586,3035.019,91379124
62,SH601989,中国重工,20100319,6.83,6.86,6.87,6.78,31428396,SH000001,上证指数,3046.749,3067.75,3069.662,3031.023,88481189
63,SH601989,中国重工,20100322,6.85,6.97,7.03,6.82,48172613,SH000001,上证指数,3069.66,3074.576,3083.345,3061.759,96499411
64,SH601989,中国重工,20100323,6.96,6.95,7.02,6.92,34439887,SH000001,上证指数,3076.957,3053.125,3082.965,3051.211,92867190
65,SH601989,中国重工,20100324,6.9,6.94,7.01,6.9,30124749,SH000001,上证指数,3058.928,3056.808,3076.749,3052.213,89266365
66,SH601989,中国重工,20100325,6.93,6.85,6.94,6.81,35867046,SH000001,上证指数,3051.356,3019.176,3051.356,3012.308,90190542
67,SH601989,中国重工,20100326,6.84,6.94,7.02,6.84,28396948,SH000001,上证指数,3017.215,3059.715,3067.707,3009.905,93077716
68,SH601989,中国重工,20100329,7.02,7.08,7.31,6.94,89604478,SH000001,上证指数,3076.048,3123.798,3130.279,3071.69,131895114
69,SH601989,中国重工,20100330,7.07,7.08,7.11,7.01,30334411,SH000001,上证指数,3123.832,3128.468,3132.576,3113.767,102431515
70,SH601989,中国重工,20100331,7.1,6.98,7.11,6.96,31392884,SH000001,上证指数,3129.574,3109.105,3130.112,3101.756,101143351
71,SH601989,中国重工,20100401,7.03,7.06,7.18,6.91,71784709,SH000001,上证指数,3111.935,3147.416,3148.344,3111.935,126779213
72,SH601989,中国重工,20100402,7.07,7.16,7.24,7.05,91758327,SH000001,上证指数,3154.77,3157.957,3159.598,3141.866,122789383
