序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SZ000009,深宝安Ａ,20030102,5,4.88,5.05,4.87,2263838,SZ399001,深证成指,2743.21,2689.493,2743.304,2682.267,55161269
2,SZ000009,深宝安Ａ,20030103,4.85,4.9,4.96,4.83,1679500,SZ399001,深证成指,2681.635,2687.72,2700.388,2673.249,42097005
3,SZ000009,深宝安Ａ,20030106,4.88,4.96,5,4.81,1981667,SZ399001,深证成指,2684.832,2722.282,2723.744,2675.045,47382269
4,SZ000009,深宝安Ａ,20030107,4.96,4.92,5.04,4.9,1808630,SZ399001,深证成指,2723.178,2718.326,2740.666,2705.597,43091643
5,SZ000009,深宝安Ａ,20030108,4.92,5.11,5.15,4.89,3305036,SZ399001,深证成指,2716.667,2790.037,2790.261,2714.875,64840582
6,SZ000009,深宝安Ａ,20030109,5.12,5.24,5.33,5.05,9046455,SZ399001,深证成指,2794.283,2835.489,2848.745,2773.436,133817188
7,SZ000009,深宝安Ａ,20030110,5.24,5.13,5.3,5.12,5322638,SZ399001,深证成指,2834.304,2811.192,2860.997,2809.839,132774865
8,SZ000009,深宝安Ａ,20030113,5.11,5.12,5.2,5.09,2367390,SZ399001,深证成指,2803.032,2821.599,2830.935,2798.988,71106749
9,SZ000009,深宝安Ａ,20030114,5.1,5.48,5.62,5.09,20847142,SZ399001,深证成指,2823.122,2999.398,3027.749,2823.122,387343562
10,SZ000009,深宝安Ａ,20030115,5.48,5.47,5.74,5.4,18010308,SZ399001,深证成指,3004.918,2963.99,3027.811,2945.58,242302725
11,SZ000009,深宝安Ａ,20030116,5.5,5.55,5.64,5.45,7758364,SZ399001,深证成指,2964.887,3010.611,3014.147,2957.397,156232191
12,SZ000009,深宝安Ａ,20030117,5.55,5.46,5.63,5.42,7211081,SZ399001,深证成指,3014.592,2998.666,3027.463,2985.368,132553825
13,SZ000009,深宝安Ａ,20030120,5.46,5.54,5.57,5.35,6168850,SZ399001,深证成指,2998.646,3012.075,3012.793,2963.528,102932630
14,SZ000009,深宝安Ａ,20030121,5.54,5.35,5.57,5.35,5339420,SZ399001,深证成指,3018.571,2953.515,3029.033,2953.417,124978817
15,SZ000009,深宝安Ａ,20030122,5.33,5.36,5.39,5.31,2833486,SZ399001,深证成指,2948.026,2961.89,2969.244,2941.448,86384167
16,SZ000009,深宝安Ａ,20030123,5.36,5.28,5.39,5.27,2856484,SZ399001,深证成指,2960.061,2942.162,2984.979,2941.464,73451419
17,SZ000009,深宝安Ａ,20030124,5.3,5.38,5.42,5.25,4695980,SZ399001,深证成指,2939.762,2992.108,2998.295,2934.999,98399163
18,SZ000009,深宝安Ａ,20030127,5.37,5.43,5.5,5.37,4272488,SZ399001,深证成指,2994.851,3031.448,3037.733,2994.193,215398214
19,SZ000009,深宝安Ａ,20030128,5.45,5.48,5.51,5.39,3701238,SZ399001,深证成指,3032.212,3044.034,3045.757,3021.273,127965053
20,SZ000009,深宝安Ａ,20030129,5.48,5.47,5.54,5.46,4338364,SZ399001,深证成指,3045.014,3051.219,3069.125,3042.82,123611043
21,SZ000009,深宝安Ａ,20030210,5.45,5.34,5.45,5.33,2120940,SZ399001,深证成指,3048.806,3010.633,3048.806,3006.496,82512358
22,SZ000009,深宝安Ａ,20030211,5.33,5.44,5.45,5.3,1897199,SZ399001,深证成指,3005.427,3031.311,3032.132,3001.055,53257454
23,SZ000009,深宝安Ａ,20030212,5.44,5.5,5.52,5.38,3422345,SZ399001,深证成指,3031.654,3063.023,3064.287,3020.391,77139971
24,SZ000009,深宝安Ａ,20030213,5.5,5.46,5.59,5.45,4893462,SZ399001,深证成指,3066.633,3043.886,3082.357,3040.773,127194535
25,SZ000009,深宝安Ａ,20030214,5.47,5.49,5.56,5.44,3210310,SZ399001,深证成指,3041.835,3046.601,3055.124,3033.564,72148529
26,SZ000009,深宝安Ａ,20030217,5.48,5.43,5.56,5.4,3271482,SZ399001,深证成指,3048.753,3021.914,3053.671,3011.112,79483941
27,SZ000009,深宝安Ａ,20030218,5.43,5.41,5.48,5.35,2306535,SZ399001,深证成指,3019.388,3018.696,3027.332,3006.492,71116646
28,SZ000009,深宝安Ａ,20030219,5.45,5.49,5.5,5.36,2738737,SZ399001,深证成指,3018.614,3046.268,3046.296,3002.318,67243121
29,SZ000009,深宝安Ａ,20030220,5.53,5.45,5.53,5.43,2294890,SZ399001,深证成指,3045.948,3041.894,3056.125,3038.561,70356871
30,SZ000009,深宝安Ａ,20030221,5.44,5.46,5.58,5.39,6550211,SZ399001,深证成指,3040.867,2990.007,3040.867,2984.674,98690479
31,SZ000009,深宝安Ａ,20030224,5.45,5.58,5.62,5.41,11633201,SZ399001,深证成指,2985.856,2990.081,3006.024,2980.861,66679401
32,SZ000009,深宝安Ａ,20030225,5.59,5.72,5.8,5.58,19214568,SZ399001,深证成指,2993.459,3043.167,3044.107,2993.459,113931202
33,SZ000009,深宝安Ａ,20030226,5.73,5.66,5.74,5.61,5687098,SZ399001,深证成指,3043.837,3044.07,3047.332,3031.347,70471918
34,SZ000009,深宝安Ａ,20030227,5.62,5.65,5.72,5.61,3808180,SZ399001,深证成指,3044.963,3051.915,3061.267,3044.122,77369994
35,SZ000009,深宝安Ａ,20030228,5.65,5.58,5.66,5.55,3907036,SZ399001,深证成指,3052.352,3057.241,3063.022,3040.129,84170547
36,SZ000009,深宝安Ａ,20030303,5.58,5.59,5.63,5.53,2635346,SZ399001,深证成指,3058.271,3073.441,3073.891,3051.227,104347977
37,SZ000009,深宝安Ａ,20030304,5.59,5.56,5.67,5.56,2553802,SZ399001,深证成指,3077.729,3076.993,3087.424,3065.817,90053681
38,SZ000009,深宝安Ａ,20030305,5.67,5.65,5.7,5.58,5209524,SZ399001,深证成指,3078.442,3070.353,3079.932,3052.569,82655150
39,SZ000009,深宝安Ａ,20030306,5.65,5.52,5.65,5.51,4084931,SZ399001,深证成指,3071.204,3030.948,3071.204,3027.486,87526806
